genres,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Action|Adventure|Fantasy|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,3.5,3.2142857142857144,3.0,3.0833333333333335,3.59375,3.725,3.7,3.4210526315789473
Action|Adventure|Fantasy|Mystery,3.0,0.0,0.0,0.0,2.3333333333333335,0.0,2.5,0.0,2.0,3.75,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.0
Action|Adventure|Fantasy|Romance,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.5,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
Action|Adventure|Fantasy|Romance|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,1.0,2.75,0.0,0.0,3.25,0.0,3.0,3.0
Action|Adventure|Fantasy|Sci-Fi,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.5,0.5,2.75,0.0,0.0,4.0,3.5,3.0,0.0,4.166666666666667,3.25,3.0,3.6,3.026315789473684,3.448717948717949,3.034090909090909
Action|Adventure|Fantasy|Sci-Fi|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,0.0,3.642857142857143,3.891304347826087,3.5833333333333335,3.4583333333333335
Action|Adventure|Fantasy|Thriller,0.0,0.0,0.0,2.3333333333333335,1.8888888888888888,2.25,3.0,1.0,1.75,2.5,2.5,2.1875,1.8,2.0,2.75,0.0,2.5,0.0,3.0,2.25,2.9,2.3333333333333335,2.5
Action|Adventure|Fantasy|War,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Action|Adventure|Horror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
Action|Adventure|Horror|Mystery|Sci-Fi|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Action|Adventure|Horror|Sci-Fi,4.0,4.333333333333333,3.5,4.333333333333333,4.0,4.714285714285714,4.333333333333333,4.5,4.0,3.9444444444444446,2.5,4.0,3.9,3.625,4.5,0.0,3.8333333333333335,4.0,2.0,3.5,3.4,4.388888888888889,4.25
Action|Adventure|Horror|Sci-Fi|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0
Action|Adventure|Mystery|Romance|Thriller,0.0,4.0,5.0,5.0,4.083333333333333,4.0,4.666666666666667,4.333333333333333,3.6666666666666665,3.875,4.25,3.5,3.875,5.0,0.0,4.5,4.0,4.0,0.0,4.0,4.25,0.0,4.5
Action|Adventure|Mystery|Sci-Fi,3.0689655172413794,3.0,0.0,4.0,1.75,2.0,0.0,1.0,3.0,2.75,2.8333333333333335,2.8333333333333335,0.0,2.5,0.0,0.0,3.1666666666666665,0.0,0.0,0.0,3.25,2.75,0.0
Action|Adventure|Mystery|Thriller,4.0344827586206895,3.4583333333333335,4.0,3.25,3.2857142857142856,4.333333333333333,3.1666666666666665,3.75,3.75,3.45,3.5,3.0833333333333335,3.2777777777777777,3.1666666666666665,3.25,3.5,3.8,4.375,3.75,2.8333333333333335,3.2142857142857144,3.611111111111111,3.375
Action|Adventure|Romance,3.25,0.0,5.0,4.0,3.25,0.0,0.0,0.0,3.25,3.5,0.0,3.25,0.0,4.5,4.0,0.0,0.0,0.0,1.0,3.8333333333333335,0.0,0.5,1.5
Action|Adventure|Romance|Sci-Fi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0
Action|Adventure|Romance|Thriller,3.8846153846153846,3.7916666666666665,2.5,3.25,2.75,3.3333333333333335,2.8333333333333335,3.0,3.3333333333333335,3.25,3.2142857142857144,3.0416666666666665,2.6,2.75,2.25,0.0,3.0,0.0,4.5,4.25,3.1666666666666665,3.625,0.0
Action|Adventure|Sci-Fi,3.1464968152866244,4.4222222222222225,3.6470588235294117,3.8225806451612905,3.4923664122137406,3.731707317073171,3.8125,3.4193548387096775,3.2395833333333335,3.411290322580645,3.217391304347826,3.4583333333333335,3.65625,3.3735632183908044,3.648936170212766,3.5208333333333335,3.7058823529411766,3.9285714285714284,3.7419354838709675,3.664516129032258,3.6441176470588235,3.6244444444444444,3.486666666666667
Action|Adventure|Sci-Fi|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,3.7083333333333335,4.333333333333333,3.619047619047619,3.3421052631578947,3.326923076923077,3.65625,3.426470588235294,3.4482758620689653,3.5555555555555554,3.723684210526316,3.717391304347826,3.7037037037037037,3.457317073170732,3.5637254901960786,3.4144144144144146,3.253012048192771
Action|Adventure|Sci-Fi|Thriller,3.9537037037037037,3.8360655737704916,3.0,3.787878787878788,3.2947976878612715,3.5925925925925926,3.7066666666666666,3.375,3.527027027027027,3.404255319148936,3.3161764705882355,3.356382978723404,3.415492957746479,3.2,3.2413793103448274,3.8125,3.556603773584906,3.6956521739130435,3.727272727272727,3.292307692307692,3.6219512195121952,3.425233644859813,3.456140350877193
Action|Adventure|Sci-Fi|Thriller|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6538461538461537,2.5833333333333335,3.3214285714285716,2.8529411764705883,2.8275862068965516,3.5454545454545454,2.9166666666666665,3.4375,2.5,3.176470588235294,3.9166666666666665,3.888888888888889,3.0625,3.159090909090909,3.5,3.586206896551724
Action|Adventure|Sci-Fi|Thriller|War,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.625,3.8636363636363638,4.0,0.0,3.8529411764705883,3.6785714285714284,3.75,3.15
Action|Adventure|Sci-Fi|War|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,3.0,0.0,0.0,1.0,2.6666666666666665,2.5,2.3333333333333335
Action|Adventure|Thriller,3.377906976744186,3.7,3.0,3.675,3.1134453781512605,3.396551724137931,3.517857142857143,3.4411764705882355,3.4716981132075473,3.1515151515151514,3.4375,3.2263157894736842,3.556451612903226,3.2109375,3.1666666666666665,3.45,3.4272727272727272,4.104166666666667,3.8653846153846154,3.4791666666666665,3.7452830188679247,3.1927083333333335,3.204081632653061
Action|Adventure|Thriller|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.75,0.0,0.0,0.0,0.0,4.071428571428571,4.1875,4.0,3.9285714285714284,3.8214285714285716,3.3125,3.590909090909091
Action|Adventure|Thriller|War,0.0,0.0,0.0,0.0,1.75,1.5,1.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
Action|Adventure|War,0.0,0.0,0.0,0.0,0.0,2.5,0.0,3.5,0.0,1.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
Action|Adventure|Western,4.0,4.0,0.0,4.0,4.111111111111111,4.25,4.5,0.0,4.0,4.166666666666667,4.5,3.6666666666666665,3.8333333333333335,4.0,4.5,4.642857142857143,4.5,4.166666666666667,3.5,3.7,4.75,3.6666666666666665,4.1
Action|Adventure|Western|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8333333333333335,0.0,3.5,3.0,1.5
Action|Animation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,3.75,3.5,4.25,4.125,2.125
Action|Animation|Children,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.0,4.0,0.0,0.0
Action|Animation|Children|Comedy,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.5,4.0,0.0,0.0,0.0,1.0,3.5
Action|Animation|Children|Comedy|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7142857142857144,3.25,3.8333333333333335,0.0,3.888888888888889,0.0,3.5,3.25,3.3181818181818183,2.7,3.4375
Action|Animation|Children|Comedy|Musical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0
Action|Animation|Children|Comedy|Sci-Fi|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.5,3.75,3.5,3.5,3.625
Action|Animation|Children|Crime,0.0,0.0,0.0,0.0,3.6666666666666665,0.0,3.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,3.5
Action|Animation|Children|Fantasy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Action|Animation|Children|Sci-Fi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75
Action|Animation|Comedy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.6363636363636362,3.857142857142857,3.730769230769231
Action|Animation|Comedy|Crime|Drama|Romance|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,3.25,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,2.5
Action|Animation|Comedy|Fantasy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Action|Animation|Comedy|Horror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25
Action|Animation|Comedy|Horror|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0
Action|Animation|Comedy|Romance|Sci-Fi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.5,3.0,0.0,0.0,0.0,0.0,3.5,0.0,3.5,0.0
Action|Animation|Comedy|Sci-Fi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,3.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,3.5
Action|Animation|Crime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,3.5,0.0,0.0,0.0,0.0,3.0,3.8333333333333335,0.0
Action|Animation|Crime|Drama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Action|Animation|Crime|Drama|Film-Noir|Mystery|Sci-Fi|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Action|Animation|Crime|Sci-Fi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0
Action|Animation|Crime|Sci-Fi|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,2.0
Action|Animation|Crime|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Action|Animation|Drama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.5
Action|Animation|Drama|Fantasy|Sci-Fi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.5,4.25
Action|Animation|Drama|Sci-Fi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.25,3.75,3.5,0.0,0.0,3.5,0.0,3.5,2.5,4.0,3.375,3.75
Action|Animation|Drama|Sci-Fi|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Action|Animation|Fantasy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,0.0
Action|Animation|Fantasy|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0
Action|Animation|Fantasy|Sci-Fi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Action|Animation|Film-Noir|Sci-Fi|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0
Action|Animation|Horror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0
Action|Animation|Mystery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Action|Animation|Mystery|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8333333333333335,3.5,0.0,0.0,3.5,3.3333333333333335,3.5
Action|Animation|Mystery|Sci-Fi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0
Action|Animation|Sci-Fi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.5,3.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,4.0,3.5625,3.4
Action|Animation|Sci-Fi|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.5,4.0,4.25,3.3333333333333335,3.5,0.0,3.5,0.0,4.0,0.0,4.5,0.0,4.5,3.6666666666666665,4.0
Action|Children,2.375,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.25,0.0,2.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
Action|Children|Comedy,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.5,0.0,1.75,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.5,0.0
Action|Children|Comedy|Fantasy|Sci-Fi,0.0,0.0,0.0,0.0,2.25,2.0,2.5,3.5,4.0,2.0,3.5,3.6666666666666665,4.0,3.5,0.0,0.0,3.75,0.0,0.0,0.0,0.5,3.75,3.0
Action|Children|Drama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,1.0,0.5,0.0,0.0,3.5,2.75,2.0,0.0
Action|Children|Fantasy,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,3.5,2.0,0.0,3.25,3.5,2.75,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Action|Children|Romance,3.1666666666666665,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Action|Children|Sci-Fi|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Action|Comedy,3.1176470588235294,4.0,4.0,4.0,2.825,3.4375,3.0869565217391304,2.676470588235294,3.075,2.882978723404255,3.14,2.627450980392157,3.1363636363636362,3.0384615384615383,3.6,3.392857142857143,3.324324324324324,3.4375,2.923076923076923,2.8026315789473686,3.578125,3.082089552238806,2.9779411764705883
Action|Comedy|Crime,0.0,5.0,0.0,2.0,2.25,2.0,3.5,3.611111111111111,4.0,3.2,3.375,3.1875,3.125,2.9545454545454546,3.0833333333333335,2.25,3.764705882352941,3.2,3.4,2.8157894736842106,3.450980392156863,3.3378378378378377,3.6285714285714286
Action|Comedy|Crime|Drama,0.0,0.0,2.0,3.25,3.292682926829268,3.619047619047619,3.5625,3.2857142857142856,3.625,3.3333333333333335,3.5625,2.7857142857142856,3.5,3.2222222222222223,2.9,4.333333333333333,3.6875,3.5,3.357142857142857,3.6875,4.142857142857143,3.3260869565217392,3.5
Action|Comedy|Crime|Drama|Horror|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,3.0,0.0
Action|Comedy|Crime|Drama|Sci-Fi,0.0,3.5,4.0,4.0,3.4545454545454546,3.0,3.3333333333333335,2.75,3.1666666666666665,3.75,3.5,3.25,3.3333333333333335,0.0,3.5,0.0,0.0,4.0,0.0,4.0,4.0,0.0,3.5
Action|Comedy|Crime|Drama|Thriller,2.8947368421052633,4.0,0.0,2.0,2.8,4.0,2.8,3.8333333333333335,3.4,3.6,1.6666666666666667,3.0833333333333335,3.5,2.625,3.75,3.5,3.4285714285714284,3.0,4.5,0.0,4.0,2.888888888888889,3.25
Action|Comedy|Crime|Fantasy,3.232142857142857,3.0,0.0,4.0,3.6875,3.2,2.6666666666666665,2.0,3.1,3.0,3.0,2.7916666666666665,2.4,3.3333333333333335,2.375,0.0,3.0625,0.0,3.0,3.357142857142857,2.75,3.5714285714285716,4.0
Action|Comedy|Crime|Fantasy|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0
Action|Comedy|Crime|Fantasy|Thriller|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.25,4.0,2.6666666666666665
Action|Comedy|Crime|Horror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Action|Comedy|Crime|Mystery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.208333333333333,4.416666666666667,3.3333333333333335,3.5,0.0,4.0,3.75,0.0,4.0,4.0625,3.9545454545454546,4.0
Action|Comedy|Crime|Romance,0.0,0.0,0.0,0.0,3.2,2.3333333333333335,4.5,3.1666666666666665,2.5,2.8333333333333335,2.0,3.5,4.0,3.4,0.0,3.0,0.0,0.0,3.8333333333333335,3.25,4.5,4.2,2.9
Action|Comedy|Crime|Thriller,3.0,3.3333333333333335,4.0,4.0,2.9166666666666665,3.263157894736842,2.6,2.5,3.323529411764706,3.1607142857142856,3.0208333333333335,2.5833333333333335,3.2857142857142856,2.388888888888889,3.6666666666666665,0.0,3.2058823529411766,2.6666666666666665,3.3181818181818183,3.55,3.4,2.875,3.25
Action|Comedy|Crime|Western,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Action|Comedy|Documentary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,3.75,0.0,0.0,4.0,3.5,0.0,0.0,3.5,3.375,3.1,0.0,5.0
Action|Comedy|Drama,0.0,0.0,0.0,4.0,3.0,2.6666666666666665,0.0,1.0,0.0,3.25,0.0,2.8333333333333335,0.0,3.0,4.5,3.5,2.8,4.5,0.0,2.75,3.5,3.125,2.875
Action|Comedy|Drama|Horror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Action|Comedy|Drama|Horror|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0
Action|Comedy|Drama|Romance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Action|Comedy|Drama|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.75,0.0
Action|Comedy|Drama|War,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0
Action|Comedy|Fantasy,0.0,0.0,0.0,2.0,3.111111111111111,4.0,4.0,3.25,4.5,2.5833333333333335,3.5,3.0,0.0,2.75,2.5,0.0,4.5,3.75,2.6,2.0,3.5,2.0,3.5
Action|Comedy|Fantasy|Horror,0.0,5.0,0.0,4.0,4.2,3.5,3.0,4.5,4.5,4.25,4.5,3.5,3.5,0.0,4.0,5.0,0.0,3.5,0.0,3.5,4.75,4.0,4.0
Action|Comedy|Fantasy|Horror|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
Action|Comedy|Fantasy|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,3.25,3.0,4.0,4.0,2.75,0.0,3.5,2.875,3.5,2.75,3.75
Action|Comedy|Fantasy|Musical|Romance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.875,4.0,3.6666666666666665,3.0,0.0,3.5714285714285716,3.95,3.7142857142857144,3.1
Action|Comedy|Fantasy|Sci-Fi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,4.0,2.5,4.5
Action|Comedy|Fantasy|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Action|Comedy|Horror,0.0,0.0,0.0,0.0,2.5,3.0,0.0,1.75,2.25,3.0,0.0,1.875,0.0,2.875,4.277777777777778,4.166666666666667,3.6875,4.25,0.0,3.1,3.9444444444444446,3.7333333333333334,3.357142857142857
Action|Comedy|Horror|Musical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Action|Comedy|Horror|Sci-Fi,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.5,0.0,0.0,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.3333333333333335,2.9,3.5
Action|Comedy|Horror|Sci-Fi|Thriller|Western,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Action|Comedy|Horror|Thriller,4.0,3.0,2.5,2.0,3.0,4.0,3.0,0.0,4.25,3.25,3.8333333333333335,3.45,2.875,5.0,3.0,4.5,4.0,2.0,3.0,2.0,3.25,3.642857142857143,4.0
Action|Comedy|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.0,3.5,2.8,0.0,3.0,4.0
Action|Comedy|Musical,3.0,3.75,4.0,3.0,3.6923076923076925,3.625,3.6,3.8333333333333335,3.125,3.8333333333333335,3.75,3.625,4.166666666666667,3.2,5.0,2.5,3.5,3.8333333333333335,5.0,3.125,4.142857142857143,4.5,4.0
Action|Comedy|Romance,3.607142857142857,3.0,4.0,3.2,2.9411764705882355,3.0,3.5,2.9375,2.5833333333333335,2.6666666666666665,3.7857142857142856,2.611111111111111,4.1,4.0,2.25,1.0,3.0,3.0,3.125,3.076923076923077,3.5,3.0,3.3666666666666667
Action|Comedy|Romance|Thriller,0.0,0.0,0.0,1.0,2.2,2.0,0.0,2.0,3.5,2.75,0.0,3.0,3.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
Action|Comedy|Romance|War,0.0,0.0,0.0,0.0,0.0,2.5,3.3333333333333335,2.0,2.8333333333333335,0.0,3.5,3.75,0.0,3.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,3.8333333333333335,0.0
Action|Comedy|Sci-Fi,3.1666666666666665,4.0,2.4,3.3125,3.656716417910448,3.5294117647058822,3.4482758620689653,3.3,3.5,3.2115384615384617,2.857142857142857,2.9239130434782608,3.730769230769231,3.1363636363636362,3.3846153846153846,3.1666666666666665,3.4761904761904763,3.7,3.7,3.3863636363636362,3.3548387096774195,3.3658536585365852,3.3289473684210527
Action|Comedy|Sci-Fi|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,3.0,3.0,3.6666666666666665,4.25,2.25
Action|Comedy|Sci-Fi|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,3.5,3.5
